"household_ID","region","province","commune","fuel_deprived","sanitation_deprived","water_deprived","electricity_deprived","housing_deprived","mpi_living_standards","Living_Standards"
"1035_50_2",10,45,"Leba",1,1,1,1,0,0.8,0.2
"1035_52_2",10,45,"Leba",1,1,1,1,1,1,0
"1035_56_2",10,45,"Leba",1,1,1,1,0,0.8,0.2
"1035_78_2",10,45,"Leba",1,1,1,1,1,1,0
"1035_82_2",10,45,"Leba",1,1,1,1,1,1,0
"1035_83_2",10,45,"Leba",1,1,1,1,1,1,0
"1035_90_2",10,45,"Leba",1,1,1,1,1,1,0
"1035_94_2",10,45,"Leba",1,1,1,1,0,0.8,0.2
"1036_106_1",10,39,"Titao",1,1,1,1,1,1,0
"1036_111_1",10,39,"Titao",1,NA,1,1,1,NA,NA
"1036_117_1",10,39,"Titao",1,NA,1,1,1,NA,NA
"1036_18_1",10,39,"Titao",1,1,1,1,1,1,0
"1036_19_1",10,39,"Titao",1,NA,0,1,1,NA,NA
"1036_34_1",10,39,"Titao",1,1,1,1,1,1,0
"1036_36_1",10,39,"Titao",1,1,1,1,1,1,0
"1036_42_1",10,39,"Titao",1,NA,1,1,1,NA,NA
"1036_51_1",10,39,"Titao",1,1,1,1,1,1,0
"1036_7_1",10,39,"Titao",1,1,0,1,1,0.8,0.2
"1036_72_1",10,39,"Titao",1,1,1,1,1,1,0
"1036_87_1",10,39,"Titao",1,NA,1,1,0,NA,NA
"1037_19_1",10,39,"Titao",0,1,0,0,0,0.2,0.8
"1037_44_1",10,39,"Titao",1,1,1,1,0,0.8,0.2
"1037_46_1",10,39,"Titao",1,0,1,1,0,0.6,0.4
"1037_50_1",10,39,"Titao",1,1,1,1,0,0.8,0.2
"1037_52_1",10,39,"Titao",1,1,0,1,0,0.6,0.4
"1037_58_1",10,39,"Titao",0,0,0,0,0,0,1
"1037_70_1",10,39,"Titao",1,1,0,0,0,0.4,0.6
"1037_72_1",10,39,"Titao",1,1,0,0,0,0.4,0.6
"1037_86_1",10,39,"Titao",1,1,0,0,0,0.4,0.6
"1037_88_1",10,39,"Titao",1,1,0,0,0,0.4,0.6
"1037_90_1",10,39,"Titao",1,1,0,1,0,0.6,0.4
"1037_94_1",10,39,"Titao",1,1,0,1,0,0.6,0.4
"1038_10_1",10,39,"Titao",1,0,0,0,0,0.2,0.8
"1038_100_1",10,39,"Titao",1,1,0,1,0,0.6,0.4
"1038_117_1",10,39,"Titao",1,1,0,1,0,0.6,0.4
"1038_156_1",10,39,"Titao",1,1,1,1,0,0.8,0.2
"1038_164_1",10,39,"Titao",1,1,1,1,1,1,0
"1038_250_1",10,39,"Titao",1,1,0,1,0,0.6,0.4
"1038_30_1",10,39,"Titao",1,1,1,1,0,0.8,0.2
"1038_41_1",10,39,"Titao",1,1,1,1,0,0.8,0.2
"1038_54_1",10,39,"Titao",1,1,1,1,1,1,0
"1038_75_1",10,39,"Titao",1,1,0,1,0,0.6,0.4
"1038_88_1",10,39,"Titao",1,1,1,1,0,0.8,0.2
"1039_108_1",10,45,"Boussou",1,NA,1,1,0,NA,NA
"1039_111_1",10,45,"Boussou",1,NA,1,1,0,NA,NA
"1039_127_1",10,45,"Boussou",1,NA,1,1,1,NA,NA
"1039_18_1",10,45,"Boussou",1,1,0,1,1,0.8,0.2
"1039_20_1",10,45,"Boussou",1,1,0,1,1,0.8,0.2
"1039_24_1",10,45,"Boussou",1,1,0,1,0,0.6,0.4
"1039_32_1",10,45,"Boussou",1,1,0,1,0,0.6,0.4
"1039_42_1",10,45,"Boussou",1,0,0,1,0,0.4,0.6
"1039_46_1",10,45,"Boussou",1,1,0,1,1,0.8,0.2
"1039_61_1",10,45,"Boussou",1,NA,1,1,1,NA,NA
"1039_65_1",10,45,"Boussou",1,NA,1,1,1,NA,NA
"1039_99_1",10,45,"Boussou",1,NA,0,1,1,NA,NA
"1040_13_1",10,45,"Gourcy",1,NA,1,1,0,NA,NA
"1040_14_1",10,45,"Gourcy",1,1,1,1,0,0.8,0.2
"1040_15_1",10,45,"Gourcy",1,1,0,1,0,0.6,0.4
"1040_41_1",10,45,"Gourcy",1,1,1,1,0,0.8,0.2
"1040_44_1",10,45,"Gourcy",1,1,1,1,1,1,0
"1040_45_1",10,45,"Gourcy",1,1,1,1,0,0.8,0.2
"1040_46_1",10,45,"Gourcy",1,NA,0,1,0,NA,NA
"1040_52_1",10,45,"Gourcy",1,1,0,1,0,0.6,0.4
"1040_54_1",10,45,"Gourcy",1,NA,0,1,0,NA,NA
"1040_59_1",10,45,"Gourcy",1,NA,0,1,0,NA,NA
"1040_7_1",10,45,"Gourcy",1,NA,1,1,0,NA,NA
"1040_8_1",10,45,"Gourcy",1,NA,1,1,0,NA,NA
"1041_13_2",10,45,"Gourcy",1,NA,1,1,0,NA,NA
"1041_18_2",10,45,"Gourcy",1,1,1,1,1,1,0
"1041_30_2",10,45,"Gourcy",1,NA,0,1,0,NA,NA
"1041_38_2",10,45,"Gourcy",1,1,1,1,1,1,0
"1041_39_2",10,45,"Gourcy",1,1,1,1,1,1,0
"1041_41_2",10,45,"Gourcy",1,1,1,1,1,1,0
"1041_44_2",10,45,"Gourcy",1,1,1,1,1,1,0
"1041_48_2",10,45,"Gourcy",1,NA,0,1,0,NA,NA
"1041_57_2",10,45,"Gourcy",1,1,0,1,1,0.8,0.2
"1041_61_2",10,45,"Gourcy",1,1,1,1,0,0.8,0.2
"1041_63_2",10,45,"Gourcy",1,0,1,1,1,0.8,0.2
"1041_67_2",10,45,"Gourcy",1,1,1,1,1,1,0
"1042_101_1",10,45,"Gourcy",0,1,0,0,0,0.2,0.8
"1042_108_1",10,45,"Gourcy",1,0,0,0,1,0.4,0.6
"1042_15_1",10,45,"Gourcy",1,0,0,0,0,0.2,0.8
"1042_16_1",10,45,"Gourcy",1,1,0,0,0,0.4,0.6
"1042_2_1",10,45,"Gourcy",1,1,1,0,1,0.8,0.2
"1042_37_1",10,45,"Gourcy",1,0,0,0,0,0.2,0.8
"1042_58_1",10,45,"Gourcy",1,0,0,0,0,0.2,0.8
"1042_65_1",10,45,"Gourcy",1,0,0,0,0,0.2,0.8
"1042_71_1",10,45,"Gourcy",1,1,0,0,0,0.4,0.6
"1042_75_1",10,45,"Gourcy",0,1,0,0,1,0.4,0.6
"1042_86_1",10,45,"Gourcy",1,1,0,0,0,0.4,0.6
"1042_97_1",10,45,"Gourcy",1,1,0,0,0,0.4,0.6
"1043_1_1",10,45,"Tougo",1,1,1,1,1,1,0
"1043_101_1",10,45,"Tougo",1,1,1,1,0,0.8,0.2
"1043_16_1",10,45,"Tougo",1,NA,1,1,0,NA,NA
"1043_23_1",10,45,"Tougo",1,NA,1,1,1,NA,NA
"1043_28_1",10,45,"Tougo",1,1,1,1,1,1,0
"1043_40_1",10,45,"Tougo",1,1,1,1,1,1,0
"1043_45_1",10,45,"Tougo",1,NA,1,1,1,NA,NA
"1043_55_1",10,45,"Tougo",1,1,1,1,0,0.8,0.2
"1043_63_1",10,45,"Tougo",1,1,1,1,0,0.8,0.2
"1043_64_1",10,45,"Tougo",1,1,1,1,0,0.8,0.2
"1043_71_1",10,45,"Tougo",1,1,1,1,0,0.8,0.2
"1043_87_1",10,45,"Tougo",1,1,1,1,0,0.8,0.2
"1044_120_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1044_13_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1044_14_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1044_144_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1044_145_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1044_15_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1044_19_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1044_2_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1044_65_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1044_77_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1044_92_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1044_99_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1045_109_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1045_14_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1045_26_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1045_27_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1045_29_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1045_32_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1045_4_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1045_48_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1045_68_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1045_88_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1045_89_2",11,7,"Boudry",1,1,1,1,0,0.8,0.2
"1045_98_2",11,7,"Boudry",1,NA,1,1,0,NA,NA
"1046_21_1",11,7,"Kogho",1,NA,1,1,0,NA,NA
"1046_22_1",11,7,"Kogho",1,NA,1,1,1,NA,NA
"1046_23_1",11,7,"Kogho",1,NA,1,1,0,NA,NA
"1046_24_1",11,7,"Kogho",1,NA,1,1,0,NA,NA
"1046_34_1",11,7,"Kogho",1,NA,1,1,0,NA,NA
"1046_47_1",11,7,"Kogho",1,1,1,1,0,0.8,0.2
"1046_49_1",11,7,"Kogho",1,NA,1,1,0,NA,NA
"1046_68_1",11,7,"Kogho",1,1,1,1,0,0.8,0.2
"1046_74_1",11,7,"Kogho",1,NA,1,1,0,NA,NA
"1046_84_1",11,7,"Kogho",1,NA,1,1,0,NA,NA
"1046_86_1",11,7,"Kogho",1,NA,1,1,0,NA,NA
"1046_93_1",11,7,"Kogho",1,NA,1,1,0,NA,NA
"1047_101_2",11,7,"Meguet",1,1,1,1,0,0.8,0.2
"1047_103_2",11,7,"Meguet",1,1,1,1,0,0.8,0.2
"1047_105_2",11,7,"Meguet",1,NA,1,1,0,NA,NA
"1047_108_2",11,7,"Meguet",1,1,1,1,0,0.8,0.2
"1047_120_2",11,7,"Meguet",1,NA,1,1,0,NA,NA
"1047_138_2",11,7,"Meguet",1,1,1,1,0,0.8,0.2
"1047_29_2",11,7,"Meguet",1,1,1,1,0,0.8,0.2
"1047_37_2",11,7,"Meguet",1,1,1,1,0,0.8,0.2
"1047_45_2",11,7,"Meguet",1,1,1,1,0,0.8,0.2
"1047_63_2",11,7,"Meguet",1,1,1,1,0,0.8,0.2
"1047_79_2",11,7,"Meguet",1,1,1,1,0,0.8,0.2
"1047_91_2",11,7,"Meguet",1,1,1,1,0,0.8,0.2
"1048_117_1",11,7,"Mogtedo",1,NA,1,1,0,NA,NA
"1048_120_1",11,7,"Mogtedo",1,NA,1,1,0,NA,NA
"1048_124_1",11,7,"Mogtedo",1,NA,1,1,0,NA,NA
"1048_140_1",11,7,"Mogtedo",1,1,1,1,0,0.8,0.2
"1048_144_1",11,7,"Mogtedo",1,NA,1,1,0,NA,NA
"1048_34_1",11,7,"Mogtedo",1,NA,1,1,1,NA,NA
"1048_49_1",11,7,"Mogtedo",1,NA,1,1,0,NA,NA
"1048_51_1",11,7,"Mogtedo",1,NA,1,1,0,NA,NA
"1048_62_1",11,7,"Mogtedo",1,1,1,1,0,0.8,0.2
"1048_71_1",11,7,"Mogtedo",1,NA,1,1,0,NA,NA
"1048_75_1",11,7,"Mogtedo",1,1,1,1,0,0.8,0.2
"1048_87_1",11,7,"Mogtedo",1,NA,1,1,0,NA,NA
"1049_1_2",11,7,"Zam",1,NA,1,1,0,NA,NA
"1049_10_2",11,7,"Zam",1,NA,1,1,0,NA,NA
"1049_13_2",11,7,"Zam",1,NA,1,1,0,NA,NA
"1049_17_2",11,7,"Zam",1,NA,1,1,0,NA,NA
"1049_27_2",11,7,"Zam",1,NA,1,1,0,NA,NA
"1049_29_2",11,7,"Zam",1,NA,1,1,0,NA,NA
"1049_33_2",11,7,"Zam",1,NA,0,1,0,NA,NA
"1049_36_2",11,7,"Zam",1,1,1,1,0,0.8,0.2
"1049_4_2",11,7,"Zam",1,1,1,1,0,0.8,0.2
"1049_43_2",11,7,"Zam",1,1,0,1,0,0.6,0.4
"1049_56_2",11,7,"Zam",1,NA,1,1,0,NA,NA
"1049_6_2",11,7,"Zam",1,NA,1,1,1,NA,NA
"1050_11_1",11,7,"Zam",1,1,1,1,0,0.8,0.2
"1050_17_1",11,7,"Zam",1,NA,1,1,0,NA,NA
"1050_22_1",11,7,"Zam",1,1,1,1,0,0.8,0.2
"1050_36_1",11,7,"Zam",1,NA,1,1,0,NA,NA
"1050_43_1",11,7,"Zam",1,NA,1,1,0,NA,NA
"1050_52_1",11,7,"Zam",1,1,1,1,0,0.8,0.2
"1050_56_1",11,7,"Zam",1,1,1,1,0,0.8,0.2
"1050_63_1",11,7,"Zam",1,NA,1,1,0,NA,NA
"1050_71_1",11,7,"Zam",1,1,1,1,0,0.8,0.2
"1050_73_1",11,7,"Zam",1,1,1,1,0,0.8,0.2
"1050_84_1",11,7,"Zam",1,1,1,1,0,0.8,0.2
"1050_90_1",11,7,"Zam",1,NA,1,1,0,NA,NA
"1051_1_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1051_2_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1051_20_2",11,7,"Zorgho",0,1,0,0,0,0.2,0.8
"1051_28_2",11,7,"Zorgho",1,1,0,0,0,0.4,0.6
"1051_3_2",11,7,"Zorgho",1,0,0,1,0,0.4,0.6
"1051_31_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1051_32_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1051_39_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1051_4_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1051_41_2",11,7,"Zorgho",1,0,0,0,0,0.2,0.8
"1051_5_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1051_7_2",11,7,"Zorgho",1,1,0,0,0,0.4,0.6
"1052_118_2",11,7,"Zorgho",1,1,NA,1,0,NA,NA
"1052_121_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1052_122_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1052_129_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1052_145_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1052_37_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1052_47_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1052_53_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1052_73_2",11,7,"Zorgho",0,1,0,1,0,0.4,0.6
"1052_78_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1052_82_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1052_93_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1053_101_1",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1053_106_1",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1053_111_1",11,7,"Zorgho",1,1,0,0,0,0.4,0.6
"1053_32_1",11,7,"Zorgho",1,0,0,0,0,0.2,0.8
"1053_38_1",11,7,"Zorgho",1,0,0,0,0,0.2,0.8
"1053_4_1",11,7,"Zorgho",1,0,1,1,0,0.6,0.4
"1053_49_1",11,7,"Zorgho",1,1,0,0,0,0.4,0.6
"1053_50_1",11,7,"Zorgho",1,0,0,0,0,0.2,0.8
"1053_53_1",11,7,"Zorgho",0,0,0,0,0,0,1
"1053_79_1",11,7,"Zorgho",1,0,0,0,0,0.2,0.8
"1053_81_1",11,7,"Zorgho",1,0,0,0,0,0.2,0.8
"1053_85_1",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1054_12_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1054_17_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1054_34_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1054_35_2",11,7,"Zorgho",1,NA,1,1,0,NA,NA
"1054_49_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1054_51_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1054_6_2",11,7,"Zorgho",1,1,0,0,0,0.4,0.6
"1054_73_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1054_75_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1054_8_2",11,7,"Zorgho",1,0,0,0,0,0.2,0.8
"1054_81_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1054_94_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1055_139_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1055_140_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1055_174_2",11,7,"Zorgho",1,0,0,0,0,0.2,0.8
"1055_186_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1055_203_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1055_211_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1055_41_2",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1055_47_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1055_57_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1055_60_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1055_70_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1055_84_2",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1056_15_1",11,7,"Zorgho",1,NA,1,1,0,NA,NA
"1056_22_1",11,7,"Zorgho",1,NA,1,1,0,NA,NA
"1056_24_1",11,7,"Zorgho",1,NA,1,1,0,NA,NA
"1056_27_1",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1056_38_1",11,7,"Zorgho",1,NA,1,1,0,NA,NA
"1056_4_1",11,7,"Zorgho",1,NA,1,1,0,NA,NA
"1056_49_1",11,7,"Zorgho",1,NA,1,1,0,NA,NA
"1056_54_1",11,7,"Zorgho",1,1,0,1,0,0.6,0.4
"1056_62_1",11,7,"Zorgho",1,1,1,1,0,0.8,0.2
"1056_64_1",11,7,"Zorgho",1,NA,1,1,0,NA,NA
"1056_7_1",11,7,"Zorgho",1,NA,1,1,0,NA,NA
"1056_8_1",11,7,"Zorgho",1,NA,1,1,0,NA,NA
"1057_1_1",11,18,"Absouya",1,NA,1,1,1,NA,NA
"1057_13_1",11,18,"Absouya",1,1,0,1,0,0.6,0.4
"1057_15_1",11,18,"Absouya",1,1,0,1,0,0.6,0.4
"1057_16_1",11,18,"Absouya",1,NA,1,1,1,NA,NA
"1057_23_1",11,18,"Absouya",1,NA,0,1,1,NA,NA
"1057_3_1",11,18,"Absouya",1,1,1,1,1,1,0
"1057_37_1",11,18,"Absouya",1,1,1,1,0,0.8,0.2
"1057_41_1",11,18,"Absouya",1,1,0,1,0,0.6,0.4
"1057_45_1",11,18,"Absouya",1,0,0,1,1,0.6,0.4
"1057_66_1",11,18,"Absouya",1,1,0,1,0,0.6,0.4
"1057_69_1",11,18,"Absouya",1,0,1,1,0,0.6,0.4
"1057_86_1",11,18,"Absouya",1,NA,1,1,1,NA,NA
"1058_25_2",11,18,"Dapelogo",1,1,1,1,0,0.8,0.2
"1058_29_2",11,18,"Dapelogo",1,NA,0,1,0,NA,NA
"1058_33_2",11,18,"Dapelogo",1,1,1,1,0,0.8,0.2
"1058_36_2",11,18,"Dapelogo",1,1,0,1,0,0.6,0.4
"1058_39_2",11,18,"Dapelogo",1,1,1,1,0,0.8,0.2
"1058_42_2",11,18,"Dapelogo",1,1,1,1,0,0.8,0.2
"1058_49_2",11,18,"Dapelogo",1,1,1,1,0,0.8,0.2
"1058_5_2",11,18,"Dapelogo",1,1,0,1,0,0.6,0.4
"1058_52_2",11,18,"Dapelogo",1,1,1,1,0,0.8,0.2
"1058_58_2",11,18,"Dapelogo",1,NA,1,1,0,NA,NA
"1058_6_2",11,18,"Dapelogo",1,1,0,1,0,0.6,0.4
"1058_62_2",11,18,"Dapelogo",1,1,1,1,0,0.8,0.2
"1059_117_1",11,18,"Nagreongo",1,1,1,1,0,0.8,0.2
"1059_12_1",11,18,"Nagreongo",1,NA,1,1,0,NA,NA
"1059_124_1",11,18,"Nagreongo",1,1,1,1,0,0.8,0.2
"1059_19_1",11,18,"Nagreongo",1,0,1,1,0,0.6,0.4
"1059_21_1",11,18,"Nagreongo",1,1,1,1,0,0.8,0.2
"1059_23_1",11,18,"Nagreongo",1,1,1,1,1,1,0
"1059_5_1",11,18,"Nagreongo",1,1,0,1,0,0.6,0.4
"1059_51_1",11,18,"Nagreongo",1,0,0,1,0,0.4,0.6
"1059_63_1",11,18,"Nagreongo",1,1,1,1,0,0.8,0.2
"1059_64_1",11,18,"Nagreongo",1,1,1,1,0,0.8,0.2
"1059_66_1",11,18,"Nagreongo",1,NA,1,1,0,NA,NA
"1059_90_1",11,18,"Nagreongo",1,1,1,1,1,1,0
"1060_14_2",11,18,"Ourgou-Manega",1,1,1,1,0,0.8,0.2
"1060_19_2",11,18,"Ourgou-Manega",1,1,1,1,0,0.8,0.2
"1060_22_2",11,18,"Ourgou-Manega",1,1,1,1,0,0.8,0.2
"1060_3_2",11,18,"Ourgou-Manega",1,1,0,1,0,0.6,0.4
"1060_40_2",11,18,"Ourgou-Manega",1,NA,1,1,0,NA,NA
"1060_41_2",11,18,"Ourgou-Manega",1,1,1,1,0,0.8,0.2
"1060_46_2",11,18,"Ourgou-Manega",1,NA,1,1,0,NA,NA
"1060_48_2",11,18,"Ourgou-Manega",1,NA,1,1,0,NA,NA
"1060_55_2",11,18,"Ourgou-Manega",1,NA,0,1,0,NA,NA
"1060_57_2",11,18,"Ourgou-Manega",1,NA,0,1,0,NA,NA
"1060_63_2",11,18,"Ourgou-Manega",1,1,0,1,0,0.6,0.4
"1060_9_2",11,18,"Ourgou-Manega",1,1,1,1,0,0.8,0.2
"1061_110_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1061_112_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1061_123_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1061_149_2",11,18,"Ziniare",1,0,NA,0,0,NA,NA
"1061_15_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1061_159_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1061_173_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1061_184_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1061_30_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1061_32_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1061_349_2",11,18,"Ziniare",1,0,0,0,0,0.2,0.8
"1061_4_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1062_106_1",11,18,"Ziniare",1,0,1,1,0,0.6,0.4
"1062_136_1",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1062_140_1",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1062_152_1",11,18,"Ziniare",1,0,0,1,0,0.4,0.6
"1062_165_1",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1062_167_1",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1062_186_1",11,18,"Ziniare",1,0,0,1,1,0.6,0.4
"1062_27_1",11,18,"Ziniare",1,1,1,1,1,1,0
"1062_49_1",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1062_63_1",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1062_64_1",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1062_95_1",11,18,"Ziniare",1,0,0,1,0,0.4,0.6
"1063_116_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1063_118_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1063_164_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1063_193_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1063_207_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1063_209_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1063_211_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1063_236_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1063_238_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1063_26_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1063_50_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1063_70_2",11,18,"Ziniare",1,1,0,0,0,0.4,0.6
"1064_122_2",11,18,"Ziniare",1,0,0,0,0,0.2,0.8
"1064_154_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1064_168_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1064_188_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1064_192_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1064_216_2",11,18,"Ziniare",1,0,0,1,1,0.6,0.4
"1064_26_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1064_28_2",11,18,"Ziniare",1,0,0,1,0,0.4,0.6
"1064_56_2",11,18,"Ziniare",1,0,0,0,0,0.2,0.8
"1064_93_2",11,18,"Ziniare",0,1,0,1,0,0.4,0.6
"1064_96_2",11,18,"Ziniare",1,1,NA,1,0,NA,NA
"1064_98_2",11,18,"Ziniare",1,NA,0,1,1,NA,NA
"1065_14_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1065_27_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1065_34_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1065_4_2",11,18,"Ziniare",1,NA,1,1,1,NA,NA
"1065_56_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1065_58_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1065_60_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1065_61_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1065_71_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1065_79_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1065_80_2",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1065_84_2",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1066_153_1",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1066_156_1",11,18,"Ziniare",1,1,1,1,0,0.8,0.2
"1066_18_1",11,18,"Ziniare",1,0,0,1,0,0.4,0.6
"1066_195_1",11,18,"Ziniare",1,0,0,1,0,0.4,0.6
"1066_203_1",11,18,"Ziniare",1,1,0,1,0,0.6,0.4
"1066_221_1",11,18,"Ziniare",1,0,0,1,0,0.4,0.6
"1066_236_1",11,18,"Ziniare",1,0,1,1,0,0.6,0.4
"1066_41_1",11,18,"Ziniare",0,1,0,1,0,0.4,0.6
"1066_48_1",11,18,"Ziniare",0,1,1,1,0,0.6,0.4
"1066_89_1",11,18,"Ziniare",1,0,1,1,1,0.8,0.2
"1066_9_1",11,18,"Ziniare",1,1,1,0,0,0.6,0.4
"1066_99_1",11,18,"Ziniare",1,1,NA,1,0,NA,NA
"1067_15_2",11,18,"Zitenga",1,NA,0,1,0,NA,NA
"1067_20_2",11,18,"Zitenga",1,NA,1,1,1,NA,NA
"1067_32_2",11,18,"Zitenga",1,NA,0,1,0,NA,NA
"1067_33_2",11,18,"Zitenga",1,1,1,1,0,0.8,0.2
"1067_34_2",11,18,"Zitenga",1,NA,0,1,0,NA,NA
"1067_39_2",11,18,"Zitenga",1,NA,0,1,0,NA,NA
"1067_44_2",11,18,"Zitenga",1,NA,1,1,1,NA,NA
